,url,region,province,locality,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
0,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10675364,Flanders,Flemish Brabant,Wezembeek-Oppem,1970,HOUSE,HOUSE,460000.0,3.0,120.0,USA_HYPER_EQUIPPED,False,,True,20.0,True,110.0,227,2,False,GOOD
1,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10675441,Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,HOUSE,599000.0,4.0,203.0,INSTALLED,False,,True,,True,50.0,258,3,False,GOOD
2,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/10676922,Flanders,Antwerp,Schilde,2970,HOUSE,HOUSE,655000.0,2.0,235.0,INSTALLED,,-1.0,,,,,930,4,,AS_NEW
3,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brussels/1000/10675403,Brussels,Brussels,Brussels,1000,HOUSE,MIXED_USE_BUILDING,1475000.0,6.0,518.0,0,False,,True,100.0,True,200.0,330,2,False,TO_RENOVATE
4,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10682369,Wallonie,Liège,Huy,4500,HOUSE,HOUSE,149500.0,3.0,100.0,SEMI_EQUIPPED,,-1.0,,,,,265,3,,GOOD
5,https://www.immoweb.be/en/classified/house/for-sale/la%20louviere/7100/10681476,Wallonie,Hainaut,La Louviere,7100,HOUSE,HOUSE,155000.0,3.0,154.0,INSTALLED,,,True,,,,222,2,False,GOOD
6,https://www.immoweb.be/en/classified/house/for-sale/desselgem/8792/10682224,Flanders,West Flanders,Desselgem,8792,HOUSE,HOUSE,299500.0,3.0,140.0,INSTALLED,,-1.0,,,,,1461,4,,GOOD
7,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10681864,Flanders,East Flanders,Gent,9000,HOUSE,HOUSE,350000.0,2.0,127.0,HYPER_EQUIPPED,False,,True,,True,55.0,94,2,False,GOOD
8,https://www.immoweb.be/en/classified/house/for-sale/de%20panne/8660/10682245,Flanders,West Flanders,De Panne,8660,HOUSE,HOUSE,360000.0,3.0,206.0,NOT_INSTALLED,,-1.0,,,,,1494,,,TO_RESTORE
9,https://www.immoweb.be/en/classified/villa/for-sale/havelange/5370/10681608,Wallonie,Namur,Havelange,5370,HOUSE,VILLA,395000.0,4.0,180.0,USA_HYPER_EQUIPPED,False,,True,,True,820.0,1000,4,False,JUST_RENOVATED
10,https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/10681607,Wallonie,Luxembourg,Aubange,6790,HOUSE,HOUSE,460000.0,4.0,130.0,INSTALLED,False,,True,10.0,,,503,4,False,GOOD
11,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10681384,Flanders,East Flanders,Lebbeke,9280,HOUSE,HOUSE,689000.0,3.0,260.0,USA_HYPER_EQUIPPED,False,,True,60.0,True,1800.0,2080,4,False,GOOD
12,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10683613,Brussels,Brussels,Watermael-Boitsfort,1170,HOUSE,HOUSE,730000.0,3.0,185.0,USA_INSTALLED,,1.0,True,15.0,True,50.0,155,2,False,GOOD
13,https://www.immoweb.be/en/classified/house/for-sale/rixensart%20genval/1332/10657583,Wallonie,Walloon Brabant,Rixensart Genval,1332,HOUSE,HOUSE,485000.0,3.0,148.0,SEMI_EQUIPPED,False,,,,True,88.0,232,3,False,GOOD
14,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10657514,Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,False,,True,25.0,True,230.0,464,3,False,GOOD
15,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10657515,Wallonie,Walloon Brabant,Braine-l'Alleud,1420,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,False,,True,25.0,True,230.0,464,3,False,GOOD
16,https://www.immoweb.be/en/classified/house/for-sale/mettet/5640/10666296,Wallonie,Namur,Mettet,5640,HOUSE,HOUSE,250000.0,4.0,135.0,SEMI_EQUIPPED,,-1.0,True,30.0,True,1400.0,1651,4,,TO_BE_DONE_UP
17,https://www.immoweb.be/en/classified/house/for-sale/fraire/5650/10666292,Wallonie,Namur,FRAIRE,5650,HOUSE,HOUSE,250000.0,4.0,135.0,SEMI_EQUIPPED,,-1.0,True,30.0,True,1400.0,1651,4,,TO_BE_DONE_UP
18,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/10666836,Flanders,Flemish Brabant,Gooik,1755,HOUSE,HOUSE,329000.0,2.0,167.0,SEMI_EQUIPPED,,-1.0,,,,,402,4,,TO_BE_DONE_UP
19,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/10667243,Flanders,Flemish Brabant,Herent,3020,HOUSE,HOUSE,370000.0,3.0,181.0,SEMI_EQUIPPED,,-1.0,,,True,151.0,265,3,,TO_BE_DONE_UP
20,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10667814,Wallonie,Walloon Brabant,Braine-l'Alleud,1420,HOUSE,HOUSE,695000.0,6.0,300.0,INSTALLED,,-1.0,,,True,900.0,1100,4,,AS_NEW
21,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10667169,Brussels,Brussels,Etterbeek,1040,HOUSE,HOUSE,780000.0,5.0,233.0,HYPER_EQUIPPED,,,True,3.0,True,33.0,100,2,False,TO_BE_DONE_UP
22,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10667873,Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,780000.0,4.0,172.0,HYPER_EQUIPPED,False,,True,13.0,True,90.0,180,2,False,GOOD
23,https://www.immoweb.be/en/classified/exceptional-property/for-sale/kampenhout/1910/10666826,Flanders,Flemish Brabant,Kampenhout,1910,HOUSE,EXCEPTIONAL_PROPERTY,795000.0,4.0,445.0,USA_HYPER_EQUIPPED,,,True,,True,1172.0,1663,3,False,GOOD
24,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/10673917,Brussels,Brussels,Forest,1190,HOUSE,HOUSE,499000.0,3.0,230.0,INSTALLED,False,,True,,,,70,2,False,TO_BE_DONE_UP
25,https://www.immoweb.be/en/classified/villa/for-sale/braine-l%27alleud/1420/10673958,Wallonie,Walloon Brabant,Braine-l'Alleud,1420,HOUSE,VILLA,650000.0,6.0,240.0,HYPER_EQUIPPED,False,1.0,True,,True,,998,4,True,GOOD
26,https://www.immoweb.be/en/classified/chalet/for-sale/froidchapelle/6440/10678717,Wallonie,Hainaut,Froidchapelle,6440,HOUSE,CHALET,75000.0,2.0,60.0,INSTALLED,False,,True,15.0,True,190.0,250,4,True,GOOD
27,https://www.immoweb.be/en/classified/house/for-sale/pont-a-celles/6230/10622580,Wallonie,Hainaut,Pont-a-Celles,6230,HOUSE,HOUSE,169500.0,3.0,100.0,SEMI_EQUIPPED,False,,True,10.0,True,70.0,154,2,False,GOOD
28,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/10678887,Flanders,East Flanders,Lede,9340,HOUSE,HOUSE,249000.0,3.0,125.0,INSTALLED,False,,True,9.0,,,82,2,False,GOOD
29,https://www.immoweb.be/en/classified/house/for-sale/de%20klinge/9170/10680525,Flanders,East Flanders,DE KLINGE,9170,HOUSE,HOUSE,279000.0,3.0,120.0,INSTALLED,,-1.0,,,True,28.0,144,2,,GOOD
30,https://www.immoweb.be/en/classified/apartment/for-sale/kozen/3850/10686611,Flanders,Limburg,KOZEN,3850,APARTMENT,APARTMENT,295000.0,1.0,126.0,HYPER_EQUIPPED,,-1.0,True,17.0,,,,2,,JUST_RENOVATED
31,https://www.immoweb.be/en/classified/triplex/for-sale/braine-l%27alleud/1420/10686609,Wallonie,Walloon Brabant,Braine-l'Alleud,1420,APARTMENT,TRIPLEX,284900.0,2.0,,USA_INSTALLED,,-1.0,True,,,,,2,,GOOD
32,https://www.immoweb.be/en/classified/house/for-sale/bouffioulx/6200/10686607,Wallonie,Hainaut,Bouffioulx,6200,HOUSE,HOUSE,130000.0,1.0,143.0,USA_INSTALLED,,-1.0,,,,,0,2,,
33,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10686606,Wallonie,Walloon Brabant,Braine-l'Alleud,1420,HOUSE,HOUSE,284900.0,2.0,,USA_INSTALLED,,-1.0,True,,,,0,2,,GOOD
34,https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/10686604,Wallonie,Walloon Brabant,Wavre,1300,HOUSE,APARTMENT_BLOCK,190000.0,0.0,200.0,0,,-1.0,,,,,0,2,,TO_RENOVATE
35,https://www.immoweb.be/en/classified/villa/for-sale/couture-saint-germain/1380/10686603,Wallonie,Walloon Brabant,Couture-Saint-Germain,1380,HOUSE,VILLA,449000.0,2.0,200.0,0,,1.0,True,,True,,727,4,,TO_BE_DONE_UP
36,https://www.immoweb.be/en/classified/house/for-sale/rumes/7610/10593993,Wallonie,Hainaut,Rumes,7610,HOUSE,HOUSE,240000.0,3.0,,INSTALLED,,-1.0,,,,,1498,,,TO_BE_DONE_UP
37,https://www.immoweb.be/en/classified/country-cottage/for-sale/bihain/6690/10686601,Wallonie,Luxembourg,BIHAIN,6690,HOUSE,COUNTRY_COTTAGE,475000.0,7.0,209.0,INSTALLED,,1.0,True,23.0,True,,2484,4,,JUST_RENOVATED
38,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10666503,Wallonie,Walloon Brabant,Wavre,1300,HOUSE,HOUSE,275000.0,3.0,150.0,0,,-1.0,True,35.0,,,100,2,,TO_BE_DONE_UP
39,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10686598,Flanders,West Flanders,Brugge,8000,APARTMENT,APARTMENT,289000.0,2.0,96.0,INSTALLED,False,,True,20.0,,,,4,False,GOOD
40,https://www.immoweb.be/en/classified/house/for-sale/ghlin/7011/10686597,Wallonie,Hainaut,Ghlin,7011,HOUSE,HOUSE,210000.0,4.0,200.0,SEMI_EQUIPPED,,-1.0,True,,True,,470,3,,JUST_RENOVATED
41,https://www.immoweb.be/en/classified/mansion/for-sale/forest/1190/10686596,Brussels,Brussels,Forest,1190,HOUSE,MANSION,650000.0,5.0,264.0,INSTALLED,False,1.0,True,10.0,True,1200.0,296,2,,
42,https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/10686589,Flanders,East Flanders,Wortegem-Petegem,9790,HOUSE,HOUSE,675000.0,4.0,270.0,USA_INSTALLED,False,,,,,,5360,4,,
43,https://www.immoweb.be/en/classified/house/for-sale/westende/8434/10686586,Flanders,West Flanders,Westende,8434,HOUSE,HOUSE,165000.0,2.0,54.0,INSTALLED,True,-1.0,True,,,,0,2,,GOOD
44,https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/10686585,Flanders,West Flanders,Middelkerke,8430,APARTMENT,FLAT_STUDIO,125000.0,0.0,42.0,SEMI_EQUIPPED,True,-1.0,True,,,,UNKNOWN,,,GOOD
45,https://www.immoweb.be/en/classified/house/for-sale/raversijde/8400/10686582,Flanders,West Flanders,RAVERSIJDE,8400,HOUSE,HOUSE,110000.0,3.0,,NOT_INSTALLED,,-1.0,,,,,70,UNKNOWN,,UNKNOWN
46,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10177289,Flanders,West Flanders,Middelkerke,8430,APARTMENT,APARTMENT,450000.0,2.0,81.0,INSTALLED,,-1.0,True,,,,,2,,GOOD
47,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/10686572,Flanders,Flemish Brabant,Halle,1500,HOUSE,HOUSE,479000.0,3.0,166.0,SEMI_EQUIPPED,,-1.0,True,,True,,935,4,,TO_BE_DONE_UP
48,https://www.immoweb.be/en/classified/house/for-sale/buizingen/1501/10686571,Flanders,Flemish Brabant,Buizingen,1501,HOUSE,HOUSE,479000.0,3.0,166.0,SEMI_EQUIPPED,,-1.0,True,,True,,935,4,,TO_BE_DONE_UP
49,https://www.immoweb.be/en/classified/house/for-sale/hotton/6990/10496886,Wallonie,Luxembourg,Hotton,6990,HOUSE,HOUSE,69000.0,1.0,120.0,0,,-1.0,,,True,141.0,141,UNKNOWN,,UNKNOWN
50,https://www.immoweb.be/en/classified/apartment/for-sale/houthulst/8650/10686567,Flanders,West Flanders,Houthulst,8650,APARTMENT,APARTMENT,330000.0,3.0,113.0,INSTALLED,,-1.0,True,,,,,,,
51,https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/10686566,Flanders,West Flanders,Gistel,8470,APARTMENT,APARTMENT,265000.0,2.0,98.0,SEMI_EQUIPPED,,-1.0,True,11.0,,,,2,,GOOD
52,https://www.immoweb.be/en/classified/house/for-sale/leffinge/8432/10686565,Flanders,West Flanders,Leffinge,8432,HOUSE,HOUSE,339000.0,3.0,177.0,USA_INSTALLED,,-1.0,True,,,,340,3,,GOOD
53,https://www.immoweb.be/en/classified/duplex/for-sale/gistel/8470/10686564,Flanders,West Flanders,Gistel,8470,APARTMENT,DUPLEX,289000.0,2.0,124.0,INSTALLED,,-1.0,True,9.0,,,UNKNOWN,2,,GOOD
54,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10686555,Brussels,Brussels,Forest,1190,APARTMENT,APARTMENT,197000.0,1.0,65.0,0,,-1.0,True,10.0,,,UNKNOWN,2,,
55,https://www.immoweb.be/en/classified/house/for-sale/boutersem/3370/10686548,Flanders,Flemish Brabant,Boutersem,3370,HOUSE,HOUSE,364000.0,3.0,105.0,INSTALLED,False,,True,35.0,,,382,3,,GOOD
56,https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/10686544,Flanders,West Flanders,De Panne,8660,APARTMENT,APARTMENT,415000.0,3.0,115.0,INSTALLED,False,,True,10.0,,,,2,False,GOOD
57,https://www.immoweb.be/en/classified/house/for-sale/beernem/8730/10686541,Flanders,West Flanders,Beernem,8730,HOUSE,HOUSE,248000.0,3.0,110.0,,,,True,,,,445,3,,GOOD
58,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10686539,Flanders,East Flanders,Gent,9000,HOUSE,HOUSE,490000.0,4.0,,INSTALLED,False,,,,True,,256,,False,
59,https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/10686538,Flanders,East Flanders,SINT-AMANDSBERG,9040,HOUSE,HOUSE,490000.0,4.0,,INSTALLED,False,,,,True,,256,,False,
60,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10491328,Brussels,Brussels,Etterbeek,1040,HOUSE,HOUSE,750000.0,4.0,215.0,USA_SEMI_EQUIPPED,False,,True,30.0,True,130.0,210,2,False,GOOD
61,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/10610712,Brussels,Brussels,Uccle,1180,HOUSE,MIXED_USE_BUILDING,750000.0,4.0,286.0,USA_HYPER_EQUIPPED,False,,True,20.0,True,55.0,185,2,False,GOOD
62,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10218031,Brussels,Brussels,Woluwe-Saint-Lambert,1200,HOUSE,HOUSE,795000.0,6.0,400.0,NOT_INSTALLED,,,True,,True,105.0,360,2,False,TO_RENOVATE
63,https://www.immoweb.be/en/classified/villa/for-sale/hoeilaart/1560/10627171,Flanders,Flemish Brabant,Hoeilaart,1560,HOUSE,VILLA,795000.0,4.0,315.0,HYPER_EQUIPPED,False,,True,,True,500.0,902,4,False,AS_NEW
64,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brugge%20sint-michiels/8200/10610559,Flanders,West Flanders,Brugge Sint-Michiels,8200,HOUSE,MIXED_USE_BUILDING,795000.0,3.0,350.0,USA_HYPER_EQUIPPED,False,,True,12.0,True,180.0,619,4,False,AS_NEW
65,https://www.immoweb.be/en/classified/villa/for-sale/gent%20zwijnaarde/9052/10649968,Flanders,East Flanders,Gent Zwijnaarde,9052,HOUSE,VILLA,799000.0,5.0,341.0,INSTALLED,False,,True,,,,1249,4,True,TO_BE_DONE_UP
66,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10619247,Flanders,Flemish Brabant,Wezembeek-Oppem,1970,HOUSE,HOUSE,825000.0,5.0,225.0,USA_HYPER_EQUIPPED,False,,True,,,,530,4,False,GOOD
67,https://www.immoweb.be/en/classified/villa/for-sale/spa/4900/10323880,Wallonie,Liège,Spa,4900,HOUSE,VILLA,845000.0,3.0,346.0,INSTALLED,False,,True,,,,3375,4,False,TO_BE_DONE_UP
68,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10488148,Brussels,Brussels,Bruxelles,1000,HOUSE,APARTMENT_BLOCK,849000.0,5.0,230.0,HYPER_EQUIPPED,True,,True,20.0,,,230,2,False,AS_NEW
69,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10446197,Brussels,Brussels,Evere,1140,HOUSE,HOUSE,850000.0,5.0,305.0,USA_HYPER_EQUIPPED,,-1.0,True,,,,500,2,,GOOD
70,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/9258406,Brussels,Brussels,Evere,1140,HOUSE,HOUSE,850000.0,5.0,305.0,USA_HYPER_EQUIPPED,,-1.0,True,,,,500,2,,GOOD
71,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10641132,Flanders,Flemish Brabant,Kraainem,1950,HOUSE,HOUSE,850000.0,3.0,200.0,INSTALLED,False,,True,,True,340.0,650,3,False,GOOD
72,https://www.immoweb.be/en/classified/villa/for-sale/seraing%20boncelles/4100/10622376,Wallonie,Liège,Seraing Boncelles,4100,HOUSE,VILLA,890000.0,4.0,315.0,INSTALLED,False,,True,100.0,True,6541.0,6541,4,True,GOOD
73,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/10633229,Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,VILLA,895000.0,4.0,210.0,INSTALLED,False,,True,20.0,True,400.0,751,4,False,TO_BE_DONE_UP
74,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/10399826,Brussels,Brussels,Etterbeek,1040,HOUSE,APARTMENT_BLOCK,925000.0,4.0,270.0,USA_HYPER_EQUIPPED,False,,True,32.0,,,130,2,False,GOOD
75,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10651713,Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,945000.0,6.0,324.0,NOT_INSTALLED,False,1.0,True,,True,,2400,4,,TO_RENOVATE
76,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/nivelles/1400/10573814,Wallonie,Walloon Brabant,Nivelles,1400,HOUSE,MIXED_USE_BUILDING,950000.0,7.0,1137.0,0,False,,True,,,,674,2,False,GOOD
77,https://www.immoweb.be/en/classified/house/for-sale/diest/3290/10609725,Flanders,Flemish Brabant,Diest,3290,HOUSE,HOUSE,999000.0,4.0,275.0,INSTALLED,,1.0,True,80.0,True,1500.0,34610,4,True,AS_NEW
78,https://www.immoweb.be/en/classified/villa/for-sale/kraainem/1950/10280068,Flanders,Flemish Brabant,Kraainem,1950,HOUSE,VILLA,1100000.0,4.0,280.0,INSTALLED,False,,True,,True,1200.0,1546,4,False,AS_NEW
79,https://www.immoweb.be/en/classified/castle/for-sale/plombi%C3%A8res/4850/10180409,Wallonie,Liège,Plombières,4850,HOUSE,CASTLE,1100000.0,11.0,850.0,INSTALLED,False,,True,,,,15000,4,True,TO_RENOVATE
80,https://www.immoweb.be/en/classified/villa/for-sale/oudenburg/8460/10617273,Flanders,West Flanders,Oudenburg,8460,HOUSE,VILLA,1100000.0,4.0,363.0,USA_HYPER_EQUIPPED,False,,True,,True,390.0,2218,4,True,AS_NEW
81,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10527083,Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,1120000.0,3.0,258.0,INSTALLED,False,1.0,True,,True,82.0,235,2,False,AS_NEW
82,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10562371,Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,1190000.0,5.0,369.0,0,False,,True,,,,528,3,False,GOOD
83,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10479350,Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,1285000.0,5.0,270.0,HYPER_EQUIPPED,False,,True,70.0,,,308,2,False,GOOD
84,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/waterloo/1410/10606483,Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,MIXED_USE_BUILDING,1425000.0,5.0,330.0,INSTALLED,False,1.0,True,,True,,1985,4,,GOOD
85,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10606417,Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,1425000.0,5.0,330.0,INSTALLED,False,1.0,True,,True,,1985,4,,GOOD
86,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/woluwe-saint-lambert/1200/10161786,Brussels,Brussels,Woluwe-Saint-Lambert,1200,HOUSE,MIXED_USE_BUILDING,1450000.0,4.0,283.0,HYPER_EQUIPPED,False,,,,,,83,2,False,GOOD
87,https://www.immoweb.be/en/classified/villa/for-sale/zaventem%20sterrebeek/1933/10611000,Flanders,Flemish Brabant,Zaventem Sterrebeek,1933,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
88,https://www.immoweb.be/en/classified/villa/for-sale/kraainem/1950/10610988,Flanders,Flemish Brabant,Kraainem,1950,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
89,https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/10597054,Flanders,Flemish Brabant,Wezembeek-Oppem,1970,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
90,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2170/10641706,Flanders,Antwerp,Antwerp,2170,HOUSE,HOUSE,378000.0,3.0,143.0,HYPER_EQUIPPED,,,True,,,,91,2,,AS_NEW
91,https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/10346876,Flanders,Antwerp,Brasschaat,2930,APARTMENT,APARTMENT,299000.0,2.0,94.0,0,False,,True,5.0,,,UNKNOWN,,,AS_NEW
92,https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/10684068,Flanders,Antwerp,Heist-op-den-Berg,2220,HOUSE,HOUSE,365000.0,3.0,224.0,0,False,,True,,True,1670.0,1672,4,,TO_RENOVATE
93,https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/10684067,Flanders,Flemish Brabant,Aarschot,3200,HOUSE,HOUSE,255000.0,3.0,109.0,0,False,,True,,,,989,4,,TO_RENOVATE
94,https://www.immoweb.be/en/classified/apartment/for-sale/courcelles/6180/10684064,Wallonie,Hainaut,Courcelles,6180,APARTMENT,APARTMENT,135000.0,1.0,69.0,INSTALLED,False,,,,,,UNKNOWN,4,False,GOOD
95,https://www.immoweb.be/en/classified/apartment/for-sale/courcelles/6180/10684063,Wallonie,Hainaut,Courcelles,6180,APARTMENT,APARTMENT,185000.0,2.0,102.0,INSTALLED,False,,,,,,UNKNOWN,4,False,GOOD
96,https://www.immoweb.be/en/classified/apartment/for-sale/courcelles/6180/10684062,Wallonie,Hainaut,Courcelles,6180,APARTMENT,APARTMENT,115000.0,1.0,63.0,INSTALLED,False,,,,,,UNKNOWN,4,False,GOOD
97,https://www.immoweb.be/en/classified/duplex/for-sale/courcelles/6180/10684061,Wallonie,Hainaut,Courcelles,6180,APARTMENT,DUPLEX,145000.0,2.0,82.0,INSTALLED,False,,,,,,UNKNOWN,4,False,GOOD
98,https://www.immoweb.be/en/classified/duplex/for-sale/courcelles/6180/10684060,Wallonie,Hainaut,Courcelles,6180,APARTMENT,DUPLEX,145000.0,2.0,88.0,INSTALLED,False,,,,,,UNKNOWN,4,False,GOOD
99,https://www.immoweb.be/en/classified/apartment/for-sale/la%20louviere/7100/10684059,Wallonie,Hainaut,La Louviere,7100,APARTMENT,APARTMENT,249999.0,2.0,89.0,INSTALLED,False,,True,7.0,,,UNKNOWN,2,False,AS_NEW
100,https://www.immoweb.be/en/classified/house/for-sale/farciennes/6240/10684058,Wallonie,Hainaut,Farciennes,6240,HOUSE,HOUSE,234999.0,7.0,323.0,INSTALLED,False,,True,,True,550.0,1016,3,False,GOOD
101,https://www.immoweb.be/en/classified/bungalow/for-sale/tellin/6927/10684057,Wallonie,Luxembourg,Tellin,6927,HOUSE,BUNGALOW,85000.0,2.0,36.0,SEMI_EQUIPPED,False,,True,25.0,True,307.0,307,4,False,GOOD
102,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10684056,Wallonie,Liège,Liège,4000,HOUSE,HOUSE,169000.0,2.0,115.0,,False,,,,,,0,2,,TO_BE_DONE_UP
103,https://www.immoweb.be/en/classified/house/for-sale/londerzeel%20malderen/1840/10684053,Flanders,Flemish Brabant,Londerzeel Malderen,1840,HOUSE,HOUSE,589500.0,3.0,170.0,USA_INSTALLED,False,,True,23.0,True,791.0,891,4,,
104,https://www.immoweb.be/en/classified/house/for-sale/bree/3960/10684052,Flanders,Limburg,Bree,3960,HOUSE,HOUSE,269000.0,3.0,144.0,INSTALLED,,,True,,,,869,4,,TO_BE_DONE_UP
105,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10684050,Brussels,Brussels,Molenbeek-Saint-Jean,1080,APARTMENT,APARTMENT,269000.0,2.0,125.0,USA_HYPER_EQUIPPED,False,,True,6.0,,,,3,False,AS_NEW
106,https://www.immoweb.be/en/classified/house/for-sale/zele/9240/10684048,Flanders,East Flanders,Zele,9240,HOUSE,HOUSE,225000.0,3.0,154.0,0,False,,True,30.0,True,80.0,272,2,False,TO_RENOVATE
107,https://www.immoweb.be/en/classified/house/for-sale/fontaine%20l%27ev%C3%AAque/6140/10684046,Wallonie,Hainaut,Fontaine l'Evêque,6140,HOUSE,HOUSE,155000.0,2.0,,0,False,,True,,,,0,2,,TO_BE_DONE_UP
108,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerp/2018/10684044,Flanders,Antwerp,Antwerp,2018,APARTMENT,FLAT_STUDIO,233000.0,1.0,72.0,0,False,,,,,,,2,,GOOD
109,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/10684043,Flanders,Flemish Brabant,Vilvoorde,1800,HOUSE,HOUSE,349000.0,3.0,122.0,INSTALLED,False,,True,,,,389,2,,GOOD
110,https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/10684041,Flanders,Flemish Brabant,Wemmel,1780,APARTMENT,APARTMENT,298000.0,2.0,74.0,INSTALLED,,-1.0,True,18.0,,,,2,,GOOD
111,https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/10684040,Flanders,Flemish Brabant,Wemmel,1780,APARTMENT,APARTMENT,346125.0,3.0,87.0,INSTALLED,,-1.0,True,13.0,,,,2,,GOOD
112,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/10684037,Flanders,Flemish Brabant,Asse,1730,HOUSE,HOUSE,545000.0,4.0,247.0,INSTALLED,,-1.0,True,36.0,True,208.0,744,4,,GOOD
113,https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/10684036,Flanders,Flemish Brabant,Wemmel,1780,APARTMENT,APARTMENT,383500.0,3.0,95.0,INSTALLED,,-1.0,True,18.0,,,,2,,GOOD
